family,route,page_title,section_index,section_id,section_title,selected_option,asset_folder,asset_filename,asset_public_path,scene,alt,description
process,/process/compliance/,Compliance,3,section-3-requirements,Requirements,a,assets/images/sections/process/compliance/section-03-requirements,compliance-section-03-requirements-paraty-waterfront-janeiro-southeast-brazil-bg-primary.webp,/assets/images/sections/process/compliance/section-03-requirements/compliance-section-03-requirements-paraty-waterfront-janeiro-southeast-brazil-bg-primary.webp,Paraty,Paraty.,Background image of Paraty for Brazil immigration and relocation planning.
process,/process/compliance/,Compliance,4,section-4-documentation,Documentation,a,assets/images/sections/process/compliance/section-04-documentation,compliance-section-04-documentation-curitiba-skyline-parana-southern-brazil-bg-primary.webp,/assets/images/sections/process/compliance/section-04-documentation/compliance-section-04-documentation-curitiba-skyline-parana-southern-brazil-bg-primary.webp,Curitiba,Curitiba.,Background image of Curitiba for Brazil immigration and relocation planning.
process,/process/compliance/,Compliance,5,section-5-monitoring,Monitoring,a,assets/images/sections/process/compliance/section-05-monitoring,compliance-section-05-monitoring-forests-waters-amazon-northern-brazil-bg-primary.webp,/assets/images/sections/process/compliance/section-05-monitoring/compliance-section-05-monitoring-forests-waters-amazon-northern-brazil-bg-primary.webp,the forests and waters of Amazon river basin,the forests and waters of Amazon river basin.,Background image of the forests and waters of Amazon river basin for Brazil immigration and relocation planning.
process,/process/compliance/,Compliance,6,section-6-obligations,Obligations,a,assets/images/sections/process/compliance/section-06-obligations,compliance-section-06-obligations-district-recife-antigo-pernambuco-brazil-bg-primary.webp,/assets/images/sections/process/compliance/section-06-obligations/compliance-section-06-obligations-district-recife-antigo-pernambuco-brazil-bg-primary.webp,the historic district of Recife Antigo,the historic district of Recife Antigo.,Background image of the historic district of Recife Antigo for Brazil immigration and relocation planning.
process,/process/compliance/,Compliance,7,section-7-risks,Risks,a,assets/images/sections/process/compliance/section-07-risks,compliance-section-07-risks-streets-cathedral-brasilia-modern-brazil-bg-primary.webp,/assets/images/sections/process/compliance/section-07-risks/compliance-section-07-risks-streets-cathedral-brasilia-modern-brazil-bg-primary.webp,the architecture and streets of Cathedral of Brasilia,the architecture and streets of Cathedral of Brasilia.,Background image of the architecture and streets of Cathedral of Brasilia for Brazil immigration and relocation planning.
process,/process/compliance/,Compliance,8,section-8-consistency,Consistency,a,assets/images/sections/process/compliance/section-08-consistency,compliance-section-08-consistency-canyons-aparados-serra-southern-brazil-bg-primary.webp,/assets/images/sections/process/compliance/section-08-consistency/compliance-section-08-consistency-canyons-aparados-serra-southern-brazil-bg-primary.webp,the canyons of Aparados da Serra,the canyons of Aparados da Serra.,Background image of the canyons of Aparados da Serra for Brazil immigration and relocation planning.
process,/process/compliance/,Compliance,9,section-9-control,Control,a,assets/images/sections/process/compliance/section-09-control,compliance-section-09-control-waterfront-skyline-parque-povo-brazil-bg-primary.webp,/assets/images/sections/process/compliance/section-09-control/compliance-section-09-control-waterfront-skyline-parque-povo-brazil-bg-primary.webp,the waterfront and skyline of Parque do Povo in Campina Grande,the waterfront and skyline of Parque do Povo in Campina Grande.,Background image of the waterfront and skyline of Parque do Povo in Campina Grande for Brazil immigration and relocation planning.
process,/process/compliance/,Compliance,10,section-10-outcomes,Outcomes,a,assets/images/sections/process/compliance/section-10-outcomes,compliance-section-10-outcomes-buzios-peninsula-janeiro-beaches-brazil-bg-primary.webp,/assets/images/sections/process/compliance/section-10-outcomes/compliance-section-10-outcomes-buzios-peninsula-janeiro-beaches-brazil-bg-primary.webp,the Buzios peninsula on the coast of Rio de Janeiro state,the Buzios peninsula on the coast of Rio de Janeiro state.,Background image of the Buzios peninsula on the coast of Rio de Janeiro state for Brazil immigration and relocation planning.
process,/process/consultation/,Consultation,1,section-1-purpose,Purpose,a,assets/images/sections/process/consultation/section-01-purpose,consultation-section-01-purpose-fortaleza-beira-coastline-ceara-brazil-bg-primary.webp,/assets/images/sections/process/consultation/section-01-purpose/consultation-section-01-purpose-fortaleza-beira-coastline-ceara-brazil-bg-primary.webp,Fortaleza and the Beira Mar coastline,Fortaleza and the Beira Mar coastline.,Background image of Fortaleza and the Beira Mar coastline for Brazil immigration and relocation planning.
process,/process/consultation/,Consultation,2,section-2-who,Who,a,assets/images/sections/process/consultation/section-02-who,consultation-section-02-who-ipanema-dois-irmaos-janeiro-brazil-bg-primary.webp,/assets/images/sections/process/consultation/section-02-who/consultation-section-02-who-ipanema-dois-irmaos-janeiro-brazil-bg-primary.webp,Ipanema beach with Dois Irmaos in the background,Ipanema beach with Dois Irmaos in the background.,Background image of Ipanema beach with Dois Irmaos in the background for Brazil immigration and relocation planning.
process,/process/consultation/,Consultation,3,section-3-timing,Timing,a,assets/images/sections/process/consultation/section-03-timing,consultation-section-03-timing-natural-iguazu-iguacu-southern-brazil-bg-primary.webp,/assets/images/sections/process/consultation/section-03-timing/consultation-section-03-timing-natural-iguazu-iguacu-southern-brazil-bg-primary.webp,the wide natural landscape of Iguazu Falls on the Brazilian side,the wide natural landscape of Iguazu Falls on the Brazilian side.,Background image of the wide natural landscape of Iguazu Falls on the Brazilian side for Brazil immigration and relocation planning.
process,/process/consultation/,Consultation,4,section-4-format,Format,a,assets/images/sections/process/consultation/section-04-format,consultation-section-04-format-madeira-riverfront-porto-velho-brazil-bg-primary.webp,/assets/images/sections/process/consultation/section-04-format/consultation-section-04-format-madeira-riverfront-porto-velho-brazil-bg-primary.webp,the Madeira riverfront in Porto Velho,the Madeira riverfront in Porto Velho.,Background image of the Madeira riverfront in Porto Velho for Brazil immigration and relocation planning.
process,/process/consultation/,Consultation,5,section-5-scope,Scope,a,assets/images/sections/process/consultation/section-05-scope,consultation-section-05-scope-streets-aguas-emendadas-ecological-brazil-bg-primary.webp,/assets/images/sections/process/consultation/section-05-scope/consultation-section-05-scope-streets-aguas-emendadas-ecological-brazil-bg-primary.webp,the architecture and streets of Aguas Emendadas ecological station,the architecture and streets of Aguas Emendadas ecological station.,Background image of the architecture and streets of Aguas Emendadas ecological station for Brazil immigration and relocation planning.
process,/process/consultation/,Consultation,6,section-6-clarity,Clarity,a,assets/images/sections/process/consultation/section-06-clarity,consultation-section-06-clarity-riverfront-landscapes-marajo-island-brazil-bg-primary.webp,/assets/images/sections/process/consultation/section-06-clarity/consultation-section-06-clarity-riverfront-landscapes-marajo-island-brazil-bg-primary.webp,the riverfront landscapes of Marajo Island,the riverfront landscapes of Marajo Island.,Background image of the riverfront landscapes of Marajo Island for Brazil immigration and relocation planning.
process,/process/consultation/,Consultation,7,section-7-outcomes,Outcomes,a,assets/images/sections/process/consultation/section-07-outcomes,consultation-section-07-outcomes-skyline-waterfront-balneario-camboriu-brazil-bg-primary.webp,/assets/images/sections/process/consultation/section-07-outcomes/consultation-section-07-outcomes-skyline-waterfront-balneario-camboriu-brazil-bg-primary.webp,the skyline and waterfront of Balneario Camboriu,the skyline and waterfront of Balneario Camboriu.,Background image of the skyline and waterfront of Balneario Camboriu for Brazil immigration and relocation planning.
process,/process/consultation/,Consultation,8,section-8-value,Value,a,assets/images/sections/process/consultation/section-08-value,consultation-section-08-value-shoreline-arraial-ajuda-coastline-brazil-bg-primary.webp,/assets/images/sections/process/consultation/section-08-value/consultation-section-08-value-shoreline-arraial-ajuda-coastline-brazil-bg-primary.webp,the shoreline of Arraial d'Ajuda coastline in warm evening light,the shoreline of Arraial d'Ajuda coastline in warm evening light.,Background image of the shoreline of Arraial d'Ajuda coastline in warm evening light for Brazil immigration and relocation planning.
process,/process/consultation/,Consultation,9,section-9-expectations,Expectations,a,assets/images/sections/process/consultation/section-09-expectations,consultation-section-09-expectations-coastline-water-baia-sancho-brazil-bg-primary.webp,/assets/images/sections/process/consultation/section-09-expectations/consultation-section-09-expectations-coastline-water-baia-sancho-brazil-bg-primary.webp,the wide coastline and water of Baia do Sancho in Fernando de Noronha,the wide coastline and water of Baia do Sancho in Fernando de Noronha.,Background image of the wide coastline and water of Baia do Sancho in Fernando de Noronha for Brazil immigration and relocation planning.
process,/process/consultation/,Consultation,10,section-10-next-steps,Next Steps,a,assets/images/sections/process/consultation/section-10-next-steps,consultation-section-10-next-steps-town-campos-jordao-paulo-brazil-bg-primary.webp,/assets/images/sections/process/consultation/section-10-next-steps/consultation-section-10-next-steps-town-campos-jordao-paulo-brazil-bg-primary.webp,the mountain town of Campos do Jordao,the mountain town of Campos do Jordao.,Background image of the mountain town of Campos do Jordao for Brazil immigration and relocation planning.
process,/process/conversion/,Conversion,1,section-1-overview,Overview,a,assets/images/sections/process/conversion/section-01-overview,conversion-section-01-overview-beaches-alter-chao-tapajos-brazil-bg-primary.webp,/assets/images/sections/process/conversion/section-01-overview/conversion-section-01-overview-beaches-alter-chao-tapajos-brazil-bg-primary.webp,the beaches of Alter do Chao on the Tapajos River,the beaches of Alter do Chao on the Tapajos River.,Background image of the beaches of Alter do Chao on the Tapajos River for Brazil immigration and relocation planning.
